School Name,SchoolCode,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,ORGCODE,AfricanAmerican,Asian,Hispanic,White,NativeAmerican,"NativeHawaiian,PacificIslander","MultiRace,NonHispanic",Males,Females,TestsTakers,TestsTaken,OneTest,TwoTests,ThreeTests,FourTests,FiveorMoreTests,Unnamed:9,Score=1,Score=2,Score=3,Score=4,Score=5,PercentScore12,PercentScore35,NumEnrolledGrades09through12,NumDropoutAllGrades,PercentDropoutAllGrades,PercentDropoutGrade09,PercentDropoutGrade10,PercentDropoutGrade11,PercentDropoutGrade12,NuminCohort,PercentGraduated,PercentStillinSchool,PercentNonGradCompleters,PercentHSEquiv,PercentDroppedOut,PercentPermanentlyExcluded,HighSchoolGraduatesNum,AttendingCollUnivNum,AttendingCollUnivPercent,PrivateTwoYearPercent,PrivateFourYearPercent,PublicTwoYearPercent,PublicFourYearPercent,MACommunityCollegePercent,MAStateUniversityPercent,UnivofMassPercent,Subject,P+ANum,P+APercent,ANum,APercent,PNum,PPercent,NINum,NIPercent,WFNum,WFPercent,StudentIncluded,CPI,SGP,IncludedInSGP,ReadingWriting,Writing,Math,ORGCODEUnnamed:1_level_1,FirstLanguageNotEnglishNum,FirstLanguageNotEnglishPercent,EnglishLanguageLearnerNum,EnglishLanguageLearnerPercent,StudentsWithDisabilitiesNum,StudentsWithDisabilitiesPercent,HighNeedsNum,HighNeedsPercent,EconomicallyDisadvantagedNum,EconomicallyDisadvantagedPercent,Students,StudentsDisciplined,PercentInSchoolSuspension,PercentOutofSchoolSuspension,PercentExpulsion,PercentRemovedtoAlternateSetting,PercentEmergencyRemoval,Town,School
Beverly - Briscoe Middle,300305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0,329.0,350.0,0.0,0.0,0.0,0.0,0.0,997.0, 00300305,3.4,2.4,11.2,79.8,0.0,0.0,3.1,53.6,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,137.0,43.0,11.0,3.0,126.0,39.0,133.0,41.0,51.0,16.0,321.0,73.0,,,,,,300305.0,78.0,7.8,22.0,2.2,199.0,20.0,384.0,38.5,253.0,25.4,"   1,038",43.0,1.5,3.0,0.0,0.0,0.0,Beverly,Briscoe Middle
Beverly - Centerville Elementary,300010.0,0.0,46.0,67.0,56.0,61.0,73.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0, 00300010,3.6,0.8,16.3,74.9,0.0,0.0,4.4,51.1,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,23.0,45.0,10.0,20.0,13.0,25.0,19.0,37.0,9.0,18.0,51.0,71.1,,,,,,300010.0,16.0,4.4,16.0,4.4,75.0,20.7,151.0,41.7,119.0,32.9,     369,6.0,0.3,1.6,0.0,0.0,0.0,Beverly,Centerville Elementary
Beverly - Cove Elementary,300015.0,0.0,105.0,74.0,81.0,82.0,73.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492.0, 00300015,2.4,1.4,12.8,77.6,0.0,0.2,5.5,52.2,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,30.0,57.0,7.0,13.0,23.0,43.0,18.0,34.0,5.0,9.0,53.0,83.0,,,,,,300015.0,39.0,7.9,25.0,5.1,94.0,19.1,207.0,42.1,134.0,27.2,     482,0.0,,,,,,Beverly,Cove Elementary
Beverly - Hannah Elementary,300033.0,0.0,63.0,55.0,55.0,78.0,58.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.0, 00300033,2.0,1.5,13.6,78.5,0.0,0.0,4.3,54.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,36.0,56.0,16.0,25.0,20.0,31.0,23.0,36.0,5.0,8.0,64.0,81.6,,,,,,300033.0,21.0,5.4,12.0,3.1,75.0,19.2,140.0,35.8,84.0,21.5,     385,0.0,,,,,,Beverly,Hannah Elementary
Beverly - McKeown School,300002.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0, 00300002,3.5,5.3,13.2,71.9,0.0,0.0,6.1,61.4,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300002.0,1.0,0.9,0.0,0.0,73.0,64.0,86.0,75.4,45.0,39.5,     165,0.0,,,,,,Beverly,McKeown School
Beverly - North Beverly Elementary,300040.0,0.0,65.0,53.0,63.0,59.0,92.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,399.0, 00300040,2.5,2.3,15.0,76.9,0.3,0.0,3.0,50.1,49.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,31.0,43.0,10.0,14.0,21.0,29.0,30.0,42.0,11.0,15.0,72.0,77.4,,,,,,300040.0,23.0,5.8,20.0,5.0,66.0,16.5,150.0,37.6,101.0,25.3,     399,6.0,0.0,1.5,0.0,0.0,0.0,Beverly,North Beverly Elementary
Billerica - Billerica Memorial High School,310505.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,347.0,290.0,281.0,6.0,1340.0, 00310505,3.4,7.2,5.1,81.9,0.1,0.2,2.0,50.7,49.3,     216,     393,113.0,51.0,33.0,16.0,3.0,,62.0,89.0,115.0,79.0,48.0,38.4,61.6,"   1,224",19.0,1.6,0.6,2.2,2.9,0.7,       314,86.9,6.4,0.3,0.3,6.1,0.0,334.0,255.0,76.3,0.0,26.3,22.4,51.4,22.4,13.7,22.4,SCIENCE AND TECH/ENG,233.0,92.0,129.0,51.0,104.0,41.0,19.0,7.0,2.0,1.0,254.0,97.2,,,553.0,,549.0,310505.0,103.0,7.7,22.0,1.6,205.0,15.3,351.0,26.2,195.0,14.6,"   1,435",39.0,0.0,2.7,0.0,0.0,0.0,Billerica,Billerica Memorial High School
Billerica - Eugene C Vining,310030.0,0.0,35.0,31.0,34.0,31.0,33.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0, 00310030,2.6,5.6,12.3,72.3,0.0,0.0,7.2,56.9,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,14.0,50.0,9.0,32.0,5.0,18.0,9.0,32.0,5.0,18.0,28.0,73.2,,,,,,310030.0,6.0,3.1,1.0,0.5,34.0,17.4,69.0,35.4,43.0,22.1,     204,3.0,,,,,,Billerica,Eugene C Vining
Billerica - Frederick J Dutile,310007.0,0.0,44.0,45.0,45.0,49.0,38.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0, 00310007,4.8,4.0,5.1,84.2,0.0,0.0,1.8,49.5,50.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,19.0,33.0,5.0,9.0,14.0,24.0,27.0,47.0,12.0,21.0,58.0,67.7,,,,,,310007.0,10.0,3.7,0.0,0.0,49.0,17.9,77.0,28.2,42.0,15.4,     310,0.0,,,,,,Billerica,Frederick J Dutile
Billerica - Hajjar Elementary,310026.0,0.0,74.0,77.0,78.0,66.0,97.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462.0, 00310026,6.1,9.3,9.1,73.2,0.2,0.0,2.2,50.9,49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,20.0,26.0,4.0,5.0,16.0,21.0,52.0,67.0,6.0,8.0,78.0,69.2,,,,,,310026.0,87.0,18.8,31.0,6.7,74.0,16.0,180.0,39.0,107.0,23.2,     516,1.0,,,,,,Billerica,Hajjar Elementary
Billerica - John F Kennedy,310012.0,0.0,49.0,43.0,64.0,54.0,56.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0, 00310012,1.3,3.5,4.2,88.8,0.0,0.0,2.2,47.6,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,23.0,38.0,4.0,7.0,19.0,31.0,33.0,54.0,5.0,8.0,61.0,75.0,,,,,,310012.0,10.0,3.2,0.0,0.0,44.0,14.1,76.0,24.3,42.0,13.4,     328,0.0,,,,,,Billerica,John F Kennedy
Billerica - Locke Middle,310310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,172.0,172.0,0.0,0.0,0.0,0.0,0.0,506.0, 00310310,3.0,6.3,4.7,82.4,0.0,0.6,3.0,52.2,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,84.0,45.0,9.0,5.0,75.0,40.0,71.0,38.0,31.0,17.0,186.0,74.2,,,,,,310310.0,37.0,7.3,0.0,0.0,92.0,18.2,148.0,29.2,74.0,14.6,     544,1.0,,,,,,Billerica,Locke Middle
Billerica - Marshall Middle School,310305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,210.0,217.0,0.0,0.0,0.0,0.0,0.0,652.0, 00310305,3.5,6.3,4.9,83.7,0.3,0.2,1.1,50.3,49.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,91.0,45.0,5.0,2.0,86.0,43.0,87.0,43.0,24.0,12.0,202.0,75.6,,,,,,310305.0,56.0,8.6,6.0,0.9,136.0,20.9,218.0,33.4,114.0,17.5,     636,10.0,0.2,1.6,0.0,0.0,0.0,Billerica,Marshall Middle School
Billerica - Parker,310015.0,0.0,77.0,75.0,95.0,84.0,90.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.0, 00310015,5.4,10.8,7.4,73.1,0.2,0.0,3.2,54.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,23.0,36.0,3.0,5.0,20.0,31.0,31.0,48.0,10.0,16.0,64.0,69.9,,,,,,310015.0,26.0,5.2,3.0,0.6,113.0,22.5,172.0,34.3,100.0,19.9,     515,0.0,,,,,,Billerica,Parker
Billerica - Thomas Ditson,310005.0,0.0,74.0,91.0,82.0,94.0,90.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.0, 00310005,5.8,10.3,6.2,72.6,0.0,0.0,5.2,49.4,50.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,25.0,31.0,6.0,7.0,19.0,23.0,43.0,53.0,13.0,16.0,81.0,68.5,,,,,,310005.0,43.0,8.0,13.0,2.4,90.0,16.8,176.0,32.8,99.0,18.5,     555,2.0,,,,,,Billerica,Thomas Ditson
Blackstone Valley Regional Vocational Technical - Blackstone Valley,8050605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,311.0,305.0,296.0,0.0,1223.0, 08050605,0.4,1.4,3.4,93.0,0.0,0.0,1.8,50.1,49.9,     262,     409,150.0,84.0,22.0,5.0,1.0,,97.0,132.0,118.0,46.0,16.0,56.0,44.0,"   1,206",1.0,0.1,0.3,0.0,0.0,0.0,       288,99.3,0.7,0.0,0.0,0.0,0.0,280.0,222.0,79.3,0.0,37.8,16.7,45.5,15.3,25.2,12.2,SCIENCE AND TECH/ENG,288.0,99.0,160.0,55.0,128.0,44.0,3.0,1.0,0.0,0.0,291.0,99.7,,,549.0,,542.0,8050605.0,9.0,0.7,3.0,0.2,116.0,9.5,227.0,18.6,125.0,10.2,"   1,209",16.0,0.8,0.7,0.0,0.0,0.0,Blackstone Valley Regional Vocational Technical,Blackstone Valley
Blackstone-Millville - A F Maloney,6220015.0,0.0,0.0,0.0,0.0,92.0,107.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0, 06220015,1.7,1.7,6.7,84.6,0.0,0.0,5.4,49.2,50.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,33.0,38.0,10.0,12.0,23.0,27.0,41.0,48.0,12.0,14.0,86.0,72.4,,,,,,6220015.0,31.0,10.4,17.0,5.7,55.0,18.4,119.0,39.8,67.0,22.4,     306,4.0,,,,,,Blackstone-Millville,A F Maloney
Blackstone-Millville - Blackstone Millville RHS,6220505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,106.0,107.0,91.0,2.0,407.0, 06220505,1.0,1.7,5.9,90.7,0.0,0.0,0.7,51.1,48.9,     112,     177,63.0,34.0,14.0,1.0,0.0,,18.0,60.0,60.0,30.0,9.0,44.1,55.9,     445,10.0,2.2,3.6,2.5,1.0,1.7,       121,92.6,2.5,0.0,0.8,4.1,0.0,90.0,56.0,62.2,0.0,21.4,21.4,57.1,5.4,21.4,25.0,SCIENCE AND TECH/ENG,66.0,65.0,29.0,29.0,37.0,37.0,28.0,28.0,7.0,7.0,101.0,86.1,,,541.0,,539.0,6220505.0,20.0,4.9,5.0,1.2,63.0,15.5,134.0,32.9,82.0,20.1,     462,62.0,11.7,4.3,0.0,0.0,0.0,Blackstone-Millville,Blackstone Millville RHS
Blackstone-Millville - Frederick W. Hartnett Middle School,6220405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,141.0,155.0,0.0,0.0,0.0,0.0,0.0,426.0, 06220405,1.9,0.5,3.8,89.9,0.2,0.0,3.8,50.5,49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,45.0,33.0,3.0,2.0,42.0,31.0,75.0,55.0,17.0,12.0,137.0,70.1,,,,,,6220405.0,19.0,4.5,3.0,0.7,60.0,14.1,128.0,30.0,75.0,17.6,     444,13.0,2.5,1.6,0.0,0.0,0.0,Blackstone-Millville,Frederick W. Hartnett Middle School
Blackstone-Millville - John F Kennedy Elementary,6220008.0,0.0,91.0,86.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.0, 06220008,1.7,0.3,9.1,83.1,0.0,0.0,5.7,56.4,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6220008.0,37.0,12.5,27.0,9.1,51.0,17.2,132.0,44.6,82.0,27.7,     306,3.0,,,,,,Blackstone-Millville,John F Kennedy Elementary
Blackstone-Millville - Millville Elementary,6220010.0,60.0,38.0,35.0,40.0,37.0,26.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0, 06220010,0.0,1.4,6.0,89.5,0.0,0.0,3.2,49.5,50.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,11.0,37.0,1.0,3.0,10.0,33.0,16.0,53.0,3.0,10.0,30.0,73.3,,,,,,6220010.0,11.0,3.9,3.0,1.1,57.0,20.0,110.0,38.6,73.0,25.6,     295,1.0,,,,,,Blackstone-Millville,Millville Elementary
Blue Hills Regional Vocational Technical - Blue Hills Regional Vocational Technical,8060605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,201.0,214.0,215.0,0.0,854.0, 08060605,22.0,0.9,12.4,59.4,0.7,0.1,4.4,55.4,44.6,      26,      35,17.0,9.0,0.0,0.0,0.0,,2.0,12.0,17.0,3.0,1.0,40.0,60.0,     867,1.0,0.1,0.0,0.0,0.4,0.0,       219,96.3,1.8,0.0,0.5,1.4,0.0,184.0,117.0,63.6,0.0,40.2,36.8,23.1,36.8,12.8,5.1,SCIENCE AND TECH/ENG,159.0,76.0,67.0,32.0,92.0,44.0,45.0,22.0,4.0,2.0,208.0,91.2,,,513.0,,501.0,8060605.0,72.0,8.4,4.0,0.5,227.0,26.6,385.0,45.1,191.0,22.4,     874,25.0,0.0,2.9,0.0,0.0,0.0,Blue Hills Regional Vocational Technical,Blue Hills Regional Vocational Technical
Boston - Another Course To College,350541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,55.0,63.0,54.0,0.0,224.0, 00350541,45.1,4.0,40.2,8.0,0.0,0.4,2.2,54.9,45.1,      33,      48,19.0,13.0,1.0,0.0,0.0,,24.0,14.0,8.0,2.0,0.0,79.2,20.8,     223,11.0,4.9,4.1,7.3,0.0,8.8,        63,79.4,3.2,0.0,1.6,15.9,0.0,43.0,35.0,81.4,0.0,42.9,25.7,31.4,25.7,11.4,17.1,SCIENCE AND TECH/ENG,11.0,35.0,0.0,0.0,11.0,35.0,20.0,65.0,0.0,0.0,31.0,75.0,,,450.0,,457.0,350541.0,100.0,44.6,37.0,16.5,52.0,23.2,168.0,75.0,138.0,61.6,     249,18.0,0.4,6.8,0.0,0.8,0.0,Boston,Another Course To College
Boston - Baldwin Early Learning Center,350003.0,83.0,57.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0, 00350003,9.2,28.9,31.2,25.4,0.0,0.0,5.2,60.1,39.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350003.0,118.0,68.2,112.0,64.7,37.0,21.4,140.0,80.9,55.0,31.8,     192,0.0,,,,,,Boston,Baldwin Early Learning Center
Boston - Beethoven,350021.0,44.0,85.0,93.0,93.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0, 00350021,27.8,2.5,25.9,40.4,0.0,0.0,3.4,48.5,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350021.0,108.0,33.3,99.0,30.6,53.0,16.4,190.0,58.6,129.0,39.8,     368,0.0,,,,,,Boston,Beethoven
Boston - Blackstone,350390.0,76.0,78.0,82.0,78.0,85.0,92.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575.0, 00350390,25.4,1.7,66.8,3.5,0.2,0.2,2.3,53.2,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,7.0,12.0,1.0,2.0,6.0,10.0,28.0,48.0,23.0,40.0,58.0,51.3,,,,,,350390.0,306.0,53.2,268.0,46.6,138.0,24.0,529.0,92.0,435.0,75.7,     683,45.0,4.7,3.5,0.0,0.0,0.1,Boston,Blackstone
Boston - Boston Adult Academy,350548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,33.0,0.0,154.0, 00350548,51.3,5.2,40.3,1.9,0.0,0.6,0.6,51.3,48.7,,,,,,,,,,,,,,,,     197,76.0,38.6,,,41.3,35.2,        80,22.5,28.8,33.8,0.0,15.0,0.0,89.0,29.0,32.6,6.9,20.7,62.1,10.3,62.1,0.0,6.9,,,,,,,,,,,,,,,,364.0,,416.0,350548.0,136.0,88.3,127.0,82.5,8.0,5.2,150.0,97.4,79.0,51.3,     265,1.0,,,,,,Boston,Boston Adult Academy
Boston - Boston Arts Academy,350546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,136.0,125.0,80.0,0.0,469.0, 00350546,40.3,4.1,37.5,13.2,0.4,0.2,4.3,33.7,66.3,      18,      18,18.0,0.0,0.0,0.0,0.0,,12.0,3.0,1.0,1.0,1.0,83.3,16.7,     447,3.0,0.7,0.0,1.6,0.0,1.0,        93,90.3,5.4,0.0,1.1,3.2,0.0,81.0,63.0,77.8,1.6,46.0,19.0,33.3,19.0,12.7,9.5,SCIENCE AND TECH/ENG,60.0,55.0,1.0,1.0,59.0,54.0,44.0,40.0,5.0,5.0,109.0,81.2,,,487.0,,471.0,350546.0,167.0,35.6,21.0,4.5,67.0,14.3,270.0,57.6,221.0,47.1,     450,0.0,,,,,,Boston,Boston Arts Academy
Boston - Boston Collaborative High School,350755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,34.0,38.0,107.0,0.0,182.0, 00350755,44.0,3.8,45.1,5.5,0.5,0.0,1.1,54.9,45.1,       1,,,,,,,,,,,,,0.0,0.0,     184,65.0,35.3,,33.3,35.5,35.2,        99,36.4,43.4,0.0,3.0,17.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350755.0,80.0,44.0,41.0,22.5,40.0,22.0,134.0,73.6,112.0,61.5,     337,0.0,,,,,,Boston,Boston Collaborative High School
Boston - Boston Community Leadership Academy,350558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,131.0,116.0,107.0,0.0,474.0, 00350558,34.8,5.3,52.7,5.1,0.4,0.0,1.7,51.9,48.1,     131,     209,64.0,57.0,9.0,1.0,0.0,,112.0,56.0,23.0,11.0,7.0,80.4,19.6,     496,6.0,1.2,0.0,3.0,0.8,0.8,       131,81.7,9.9,0.0,1.5,6.9,0.0,109.0,89.0,81.7,0.0,36.0,37.1,27.0,36.0,12.4,13.5,SCIENCE AND TECH/ENG,33.0,32.0,2.0,2.0,31.0,30.0,57.0,55.0,13.0,13.0,103.0,75.2,,,449.0,,474.0,350558.0,304.0,64.1,123.0,25.9,100.0,21.1,373.0,78.7,286.0,60.3,     518,17.0,0.0,3.3,0.0,0.0,0.0,Boston,Boston Community Leadership Academy
Boston - Boston International  High School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,40.0,75.5,0.0,42.5,17.5,40.0,17.5,17.5,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston,Boston International  High School
Boston - Boston International High School,350507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,90.0,67.0,74.0,0.0,366.0, 00350507,43.4,4.1,48.4,2.5,0.0,0.8,0.8,55.5,44.5,      34,      46,22.0,12.0,0.0,0.0,0.0,,23.0,7.0,5.0,11.0,0.0,65.2,34.8,     378,18.0,4.8,5.7,6.0,4.3,1.5,       103,43.7,34.0,9.7,0.0,12.6,0.0,,,,,,,,,,,SCIENCE AND TECH/ENG,15.0,30.0,2.0,4.0,13.0,26.0,28.0,56.0,7.0,14.0,50.0,65.5,,,400.0,,447.0,350507.0,366.0,100.0,338.0,92.3,22.0,6.0,366.0,100.0,242.0,66.1,     569,22.0,0.2,3.5,0.0,0.2,0.0,Boston,Boston International High School
Boston - Boston Latin,350560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.0,380.0,443.0,411.0,390.0,412.0,0.0,2453.0, 00350560,7.9,29.1,12.7,45.9,0.1,0.2,4.0,44.6,55.4,"   1,073","   2,157",494.0,248.0,194.0,101.0,36.0,,63.0,270.0,566.0,697.0,561.0,15.4,84.6,"   1,630",4.0,0.2,0.9,0.0,0.0,0.0,       380,97.4,2.1,0.0,0.0,0.5,0.0,356.0,335.0,94.1,0.0,59.7,1.5,38.8,1.5,2.7,28.1,SCIENCE AND TECH/ENG,560.0,72.0,248.0,32.0,312.0,40.0,201.0,26.0,16.0,2.0,777.0,89.5,,,646.0,,664.0,350560.0,764.0,31.1,2.0,0.1,49.0,2.0,534.0,21.8,411.0,16.8,"   2,411",5.0,,,,,,Boston,Boston Latin
Boston - Boston Latin Academy,350545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,257.0,372.0,285.0,285.0,282.0,0.0,1781.0, 00350545,21.8,21.8,23.5,29.4,0.3,0.2,3.1,42.2,57.7,     501,     773,293.0,151.0,50.0,7.0,0.0,,149.0,269.0,230.0,86.0,39.0,54.1,45.9,"   1,167",1.0,0.1,0.0,0.3,0.0,0.0,       276,95.3,4.0,0.0,0.0,0.7,0.0,264.0,243.0,92.0,0.0,43.2,7.4,49.4,7.4,9.1,37.9,SCIENCE AND TECH/ENG,360.0,65.0,111.0,20.0,249.0,45.0,176.0,32.0,14.0,3.0,550.0,87.2,,,569.0,,588.0,350545.0,747.0,41.9,17.0,1.0,64.0,3.6,707.0,39.7,607.0,34.1,"   1,707",42.0,0.5,2.2,0.0,0.1,0.0,Boston,Boston Latin Academy
Boston - Boston Teachers Union School,350012.0,20.0,21.0,24.0,19.0,26.0,31.0,31.0,46.0,30.0,39.0,0.0,0.0,0.0,0.0,0.0,287.0, 00350012,25.4,1.7,37.6,31.4,0.0,0.0,3.8,55.1,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,16.0,28.0,7.0,12.0,9.0,16.0,22.0,38.0,20.0,34.0,58.0,66.8,,,,,,350012.0,69.0,24.0,43.0,15.0,70.0,24.4,162.0,56.4,117.0,40.8,     316,8.0,0.3,2.2,0.0,0.0,0.0,Boston,Boston Teachers Union School
Boston - Brighton High,350505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,141.0,204.0,205.0,0.0,682.0, 00350505,42.2,4.0,47.7,4.4,0.7,0.1,0.9,61.4,38.6,      77,     127,44.0,19.0,11.0,3.0,0.0,,97.0,21.0,7.0,2.0,0.0,92.9,7.1,     797,92.0,11.5,14.3,11.1,13.1,7.3,       236,59.3,10.6,2.5,2.1,25.4,0.0,198.0,131.0,66.2,0.8,17.6,48.9,32.8,47.3,9.2,22.1,SCIENCE AND TECH/ENG,31.0,26.0,4.0,3.0,27.0,23.0,57.0,48.0,30.0,25.0,118.0,61.7,,,428.0,,442.0,350505.0,412.0,60.4,296.0,43.4,146.0,21.4,602.0,88.3,476.0,69.8,     945,78.0,0.7,7.8,0.0,0.0,0.0,Boston,Brighton High
Boston - Carter Developmental Center,350036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,6.0,14.0,0.0,29.0, 00350036,51.7,10.3,20.7,13.8,0.0,3.4,0.0,62.1,37.9,,,,,,,,,,,,,,,,      19,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350036.0,15.0,51.7,9.0,31.0,29.0,100.0,29.0,100.0,26.0,89.7,      29,0.0,,,,,,Boston,Carter Developmental Center
Boston - Charles H Taylor,350054.0,21.0,75.0,85.0,72.0,107.0,98.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527.0, 00350054,76.5,0.8,18.8,0.6,0.9,0.0,2.5,51.6,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,14.0,23.0,6.0,10.0,8.0,13.0,17.0,27.0,31.0,50.0,62.0,54.0,,,,,,350054.0,197.0,37.4,182.0,34.5,80.0,15.2,448.0,85.0,373.0,70.8,     589,3.0,,,,,,Boston,Charles H Taylor
Boston - Charles Sumner,350052.0,61.0,101.0,85.0,90.0,90.0,89.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581.0, 00350052,19.4,1.7,59.9,13.9,0.0,0.2,4.8,53.7,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,2.0,5.0,0.0,0.0,2.0,5.0,21.0,49.0,20.0,47.0,43.0,43.0,,,,,,350052.0,285.0,49.1,259.0,44.6,116.0,20.0,434.0,74.7,341.0,58.7,     603,0.0,,,,,,Boston,Charles Sumner
